公司,date,code,TEJ子產業_名稱,Q資產報酬率 (C),Q資產報酬率(A)%,Q資產報酬率(B)%,Q淨值報酬率─稅後,Q淨值報酬率─常續性利益,Q營業毛利率,Q已實現銷貨毛利率,Q營業利益率,Q稅前淨利率,Q稅後淨利率,Q業外收支率,Q常續利益率(稅後),Q員工人數,Q營業費用率,Q現金流量比率,Q有息負債利率,Q稅率 (A)%,Q每股淨值 (B),Q每股淨值 (A),Q每股淨值 (C),Q常續性EPS,Q每股現金流量,Q每股營業額(元),Q每股營業利益(元),Q每股稅前淨利(元),Q每股淨值(F),Q營收成長率,Q毛利成長率,Q已實現銷貨毛利成長率,Q營業利益成長率,Q稅前淨利成長率,Q稅後淨利成長率,Q經常淨利成長率,Q常續性利益成長率(稅後),Q總資產成長率,Q淨值成長率,Q總資產報酬成長率,Q營收變動率,Q營業利益變動率,Q稅後淨利變動率(單季),Q流動比率,Q速動比率,Q利息支出率,Q總負債/總淨值比,Q負債比率,Q淨值 /總資產,Q借款依存度,Q營業利益占實收資本比,Q稅前純益 /實收資本,Q總資產週轉率(次),Q應收帳款週轉率(次),Q應收帳款收現天數,Q存貨週轉率 (次),Q平均售貨天數,Q固定資產週轉率 (次),Q淨值週轉率 (次),Q應付帳款付現天數,Q淨營業週期 (日),Q每人營收,Q每人營業利益,Q每人配備率,Q當季季底股價淨值比,Q當季季底 PSR,季底普通股市值,return
2379 瑞昱,2010-09-30,2379,IC設計,2.95,1.68,2.63,2.47,2.4,39.160000000000004,39.160000000000004,8.850000000000001,8.41,31.27,-0.43000000000000005,7.609999999999999,2228,30.310000000000002,2.4499999999999997,0,6.93,35.17,35.17,35.17,4.29,0.38,10.97,0.97,0.93,35.17,-16.02,-18.67,-18.67,-42.790000000000006,-48.8,-0.22,-50.11,-47.8,5.77,2.52,-1.46,-10.950000000000001,-21.51,33.4,232.14,178.58,0,44.48,30.78,69.22,0,9.709999999999999,9.229999999999999,0.21,1.41,64.64999999999999,0.92,99.02,1.28,0.32,94.3,69.36999999999999,2390,211,1848.83,2.05,1.54,35045230,-0.2620618556701031
2388 威盛,2010-09-30,2388,IC設計,-3.56,4.36,-3.79,6.96,-7.04,41.660000000000004,41.660000000000004,-40.91,42.220000000000006,-57.3,83.11999999999999,-41.56,2015,82.57,-17.97,0.53,2.7,8.69,8.69,8.69,-3.5,-0.83,1.47,-0.6,0.73,8.69,10.94,9.3,9.3,2.3299999999999996,165.10999999999999,51.9,161.60999999999999,-5.95,14.92,100.63,10.78,1.79,15.91,41.760000000000005,223.03,172.60999999999999,1.6500000000000001,50.68,33.64,66.36,6.6899999999999995,-6.03,6.22,0.1,2.15,42.28,0.71,128.68,0.49,0.17,122.46000000000001,48.5,721,-295,1448.35,2.84,4.57,25158453,0.1558441558441558
2401 凌陽,2010-09-30,2401,IC設計,2.23,1.25,1.29,1.67,0.52,36.68,36.68,4.5,11.92,28.479999999999997,7.41,2.3,2189,32.18,6.98,0.4,38.5,22.14,22.14,22.14,0.7899999999999999,0.55,5.44,0.24,0.65,22.14,-42.78,-29.02,-29.01,-63,-27.95,812.8499999999999,-46.190000000000005,-79.51,-11.4,4.109999999999999,-1.35,-17.58,-70.27,34.660000000000004,262.6,213.9,4.1499999999999995,35.94,26.44,73.56,14.07,2.4299999999999997,6.44,0.16,1.25,72.66,1.1800000000000002,77.09,2.71,0.23,71.77,77.98,1474,66,537.3,0.99,0.97,14385507,-0.1994535519125683
2436 偉詮電,2010-09-30,2436,IC設計,2.12,1.94,1.88,2.33,1.95,22.88,22.88,3.9,13.59,35.55,9.69,10.41,277,18.979999999999997,18.43,0,8.7,12.47,12.47,12.47,0.8300000000000001,0.31,2.29,0.09,0.31,12.47,-11.27,-6.88,-6.88,-58.379999999999995,-5.22,194.58,2.7800000000000002,15.55,3.34,5.91,0.07,-9.75,-73.69,53.58,760.9599999999999,684.8599999999999,0,15.46,13.39,86.61,0,0.89,3.1,0.16,0.8300000000000001,110.02,1.53,59.5,2.51,0.19,73.04,96.47,2036,79,813.75,2.29,2.99,7058480,-0.21901528013582344
2454 聯發科,2010-09-30,2454,IC設計,5.03,4.61,4.76,6.48,6.11,52.220000000000006,52.220000000000006,24.54,25.72,96.26,1.1800000000000002,23.38,4879,27.69,4.819999999999999,0,3.73,101.51,101.51,101.51,32.67,1.2,25.8,6.33,6.66,101.5,-17.979999999999997,-28.830000000000002,-28.830000000000002,-41.33,-39.6,-2.9499999999999997,-40.839999999999996,-43.41,8.55,10.62,-2.89,-5.92,-25.43,34.63,415.12,371.52,0,24.86,19.91,80.09,0,62.87,65.89,0.19,3.74,24.35,1.42,63.94,3.64,0.26,71.39,16.89,5776,1417,1592.54,4.35,4.03,482869709,-0.12830796654326077
2458 義隆,2010-09-30,2458,IC設計,4.71,3.41,3.89,4.27,3.92,37.41,37.339999999999996,15.98,16.95,36.190000000000005,0.97,13.04,818,21.36,36.91,0.38,16.28,15.42,15.42,15.42,2.06,1.14,4.62,0.74,0.78,15.42,29.23,30.419999999999998,30.5,34.17,30.74,208.3,33.08,29.14,9.15,9.3,0.89,1.95,-11.25,64.47,426.17,353.58,0.05,21.88,17.95,82.05,0.45,7.06,7.49,0.24,1.9,48,1.76,51.65,2.08,0.3,61.349999999999994,38.3,2249,359,1078.4,3.23,3.24,20263729,-0.08528925619834705
3006 晶豪科,2010-09-30,3006,IC設計,2.01,1.33,1.75,1.73,1.72,25.49,25.49,10.42,8.12,50.379999999999995,-2.3099999999999996,7.13,332,15.06,-53.07,0,11.7,24.979999999999997,24.979999999999997,24.979999999999997,3.23,-3.4,6.09,0.63,0.5,24.98,6.45,53.6,53.6,76.94000000000001,70.7,2359.66,47.730000000000004,54.51,17.94,11.78,0.47,-38.230000000000004,-54.4,16.58,458.27,262.22999999999996,0,25.74,20.47,79.53,0,6.35,4.95,0.19,2.06,44.120000000000005,0.48000000000000004,188.89000000000001,4.09,0.24,110.82,122.19,4514,471,1335.8899999999999,2.1,1.78,13058936,-0.06418918918918916
3014 聯陽,2010-09-30,3014,IC設計,1.13,0.63,0.98,0.75,0.75,38.96,38.96,5.76,5.31,27.67,-0.46,4.71,586,33.2,-14.639999999999999,0,11.23,30.630000000000003,30.630000000000003,30.630000000000003,1.73,-0.52,4.82,0.28,0.26,30.63,-15.62,-19.37,-19.37,-66.54,-70.6,-34.620000000000005,-71,-70.52,-0.58,0.43000000000000005,-1.45,-8.860000000000001,-47.74,20.52,521.55,424,0,13.1,11.58,88.42,0,2.7800000000000002,2.56,0.13,1.51,60.39,0.9500000000000001,95.69,8.639999999999999,0.16,86.77,69.32,1665,96,189.98000000000002,2.06,3.07,12739986,-0.0690647482014389
3034 聯詠,2010-09-30,3034,IC設計,3.93,3.23,3.46,6,6,27.630000000000003,27.630000000000003,14.55,14.629999999999999,38.78,0.08,12.96,1439,13.08,7.03,0.21,11.43,35.43,35.43,35.43,7.98,1.95,15.87,2.31,2.33,35.43,12.15,1.1800000000000002,1.1800000000000002,-3.4299999999999997,18.979999999999997,25.05,8.16,-12.239999999999998,19.53,7.76,0.27,0.8300000000000001,1.6900000000000002,50.17,185.57,160.49,1.31,78.36999999999999,43.94,56.06,40.54,23.22,23.34,0.25,0.8600000000000001,106,1.87,48.660000000000004,5.9,0.46,66.02,88.64,6608,962,1110.78,2.5,1.51,52731309,-0.032193158953722364
3035 智原,2010-09-30,3035,IC設計,4.05,3.28,3.73,4.38,3.97,45.24,45.24,15.19,16.05,41.78,0.8600000000000001,13.84,800,30.05,20.759999999999998,-0.12,4.81,17.24,17.24,17.24,2.44,0.95,4.82,0.73,0.78,17.17,9.84,15.82,15.82,31.91,-2.61,22.53,-4.8,17.14,6.77,4.45,-0.12,5.48,4.28,57.64,287.96999999999997,243.62,-0.02,26.9,21.2,78.8,0.25,7.22,7.63,0.21,1.46,62.25,1.82,50.08,2,0.29,72.73,39.6,2209,336,1100.53,3.54,3.53,22409108,-0.2465034965034965
3041 揚智,2010-09-30,3041,IC設計,2.99,2.39,2.74,3.02,3.02,47.48,47.48,18.72,19.71,84.58,0.99,18.3,431,28.75,14.93,0,7.11,19.279999999999998,19.279999999999998,19.279999999999998,3.3699999999999997,0.54,3.13,0.59,0.62,19.28,-34.99,-37.730000000000004,-37.730000000000004,-55.64,-56.620000000000005,5.44,-55.06,-53.9,7.68,8.54,-2.72,-11.01,-0.16,27.630000000000003,455.13,436.1,0.06,19.06,16.01,83.99,0,5.859999999999999,6.17,0.13,2.38,38.25,2.4699999999999998,36.8,1.73,0.16,58.449999999999996,16.6,2207,413,1291.58,2.6,3.28,15227845,-0.22869022869022876
3094 聯傑,2010-09-30,3094,IC設計,3.16,2.41,2.85,2.67,2.9,65.55,65.55,32.32,27.79,87.11999999999999,-4.53,27.2,94,33.230000000000004,64.1,0,9.9,16.310000000000002,16.310000000000002,16.310000000000002,2.11,0.59,1.71,0.55,0.48,16.31,-9.7,-2.7,-2.7,-1.92,-24.5,33.65,-19.07,-12.08,5.64,7.26,-0.53,-5.78,-20.69,40.339999999999996,1343.08,1248.46,0.01,6.84,6.4,93.6,0,5.45,4.68,0.1,1.27,71.83,1.06,85.49000000000001,0.75,0.11,65.23,92.09,1507,487,2012.24,3.01,6.94,4055075,-0.28544949026876737
3443 創意,2010-09-30,3443,IC設計,5.67,3.81,5.06,6.21,6.2,19.69,19.69,5.9,7.23,16.41,1.33,6.6,494,13.79,3.3099999999999996,0,8.64,22.77,22.77,22.77,3.9099999999999997,0.41,20.64,1.22,1.51,22.77,23.73,19.24,19.24,23.03,37.43,31.71,37.98,39.09,14.04,12.11,1.16,7.44,11.639999999999999,67.36999999999999,239.84,122.89,0,56.74,36.2,63.8,4.59,12.209999999999999,14.96,0.58,2.24,40.620000000000005,1.57,58.13,6.46,0.94,38.09,60.67,5581,329,851.3499999999999,4.88,1.54,14787975,-0.26168689078973545
3545 敦泰,2010-09-30,3545,IC設計,5.12,4.52,4.53,6.89,6.53,24.36,24.36,13.38,12.52,27.150000000000002,-0.8500000000000001,10.59,219,10.98,-33.6,0,10.75,19.810000000000002,19.810000000000002,19.810000000000002,3.58,-2.9,11.77,1.57,1.48,19.81,10.94,33.87,33.87,49.339999999999996,51.25,83.97,62.8,55.760000000000005,15.62,12.05,1.79,12.15,22.69,69.98,325.91999999999996,210.35000000000002,0,45.64,31.34,68.66,0,15.76,14.75,0.4,0.9400000000000001,97.04,1.06,85.61999999999999,54.3,0.62,70.88,111.79,7344,982,129.76999999999998,3.42,1.71,9243216,-0.1448855803694514
3588 通嘉,2010-09-30,3588,IC設計,5.61,4.89,5.38,6.51,6.5,40.05,40.05,23.04,21.56,66.4,-1.47,20.99,94,17.01,14.08,0,2.55,26.06,26.06,26.06,6.76,0.93,7.81,1.8,1.7,26.06,3.79,2.42,2.42,-0.6799999999999999,-5.76,51.86,-8.16,-8.28,15.22,16,-0.35,-7.48,-12.43,46.3,465.22999999999996,426.98999999999995,0,25.39,20.25,79.75,0,18,16.85,0.23,1.6300000000000001,55.96,2.22,40.93,8.16,0.31,83.49000000000001,13.41,3533,814,420.67,5.28,4.56,5844988,-0.10311926605504595
4919 新唐,2010-09-30,4919,IC設計,6.97,5.71,6.33,10.12,9.62,43.74,43.760000000000005,13.78,14.57,36.27,0.7899999999999999,12.83,1492,29.979999999999997,12.94,0,7.32,14.06,14.06,14.06,3.9299999999999997,1.22,10.06,1.39,1.48,14.06,3.8499999999999996,20.57,20.59,75.69,86.45,367.18,73.9,80.66999999999999,8.52,21.99,2.34,-7.96,-9.89,59.3,199.66,132.81,0,74.25,42.61,57.39,0,13.860000000000001,14.66,0.42,1.8900000000000001,48.24,1.1700000000000002,77.56,3.4299999999999997,0.75,74.1,51.7,1400,193,401.77,4.23,1.55,12349463,-0.184324738320143
5471 松翰,2010-09-30,5471,IC設計,6.1,5.19,5.35,7.07,6.97,45.21,45.21,22.88,22.4,60.49,-0.48000000000000004,19.45,487,22.330000000000002,26.21,0,12,19.73,19.73,19.73,5.38,1.15,6.86,1.57,1.54,19.73,3.4899999999999998,9.31,9.31,1.6900000000000002,-0.16,26.82,-10.47,-11.39,6.95,7.6,-0.58,-3.01,-13.48,48.33,428.86,322.64000000000004,0,23.71,19.17,80.83,0,15.7,15.370000000000001,0.26,1.8900000000000001,48.220000000000006,1.27,71.66999999999999,2.4499999999999997,0.36,54.47,65.41000000000001,2365,541,958.8199999999999,3.52,2.65,11701027,-0.11849784318700825
6202 盛群,2010-09-30,6202,IC設計,5.14,4.35,4.64,6.05,5.91,45,44.92,20.21,21.21,60.99,1,18.87,620,24.71,67.89,0,8.93,16.43,16.43,16.43,3.9,3.18,4.99,1.01,1.06,16.42,18.479999999999997,5.49,5.89,4.44,5.659999999999999,59.89,2.09,0.2,12.32,9.370000000000001,0.11,-6.55,-4.76,46.339999999999996,370.64000000000004,309.06,0,30.51,23.38,76.62,0,10.07,10.57,0.23,1.6,57.04,1.22,74.8,5.04,0.31,94.32,37.51,1794,363,360.46,2.78,2.49,10159589,-0.06013363028953233
6243 迅杰,2010-09-30,6243,IC設計,2.64,1.94,2.33,2.45,2.4,39.21,39.21,13,11.4,44.24,-1.6,10.01,133,26.21,24.18,0,10.19,18.84,18.84,18.84,2.69,1.07,4.46,0.58,0.51,18.84,-27.54,-24.68,-24.68,-32.25,-38.290000000000006,52.44,-34,-34.21,9.46,6.74,-0.16,-10.53,-27.71,30.110000000000003,496.36,412.35,0,24.09,19.41,80.59,0,5.659999999999999,4.96,0.19,0.73,124.48,0.96,94.99000000000001,13.850000000000001,0.24,62.91,156.56,2500,325,178.18,2.79,2.56,3917986,-0.2020618556701031
8016 矽創,2010-09-30,8016,IC設計,2.95,2.42,2.64,3.76,3.34,26.49,26.49,8.57,9.53,29.88,0.96,7.81,341,17.919999999999998,12.76,0.38,7.67,27.4,27.4,27.4,4.46,2,11.46,0.98,1.1,27.4,-7.78,-4.659999999999999,-4.659999999999999,-32.47,-24.3,24.939999999999998,-22.55,-30.52,27.92,10.58,-0.73,-6.49,-26.04,41.760000000000005,217.41,151.48000000000002,0.46,57.57,36.54,63.46,10.18,9.84,10.950000000000001,0.27,1.23,73.88,1.42,63.96,2.68,0.43,74.46000000000001,63.379999999999995,3970,340,1486.77,2.09,1.25,6743194,-0.07630186577554986
8081 致新,2010-09-30,8081,IC設計,4.9,4.34,4.6,6.11,6.01,35.83,35.83,22.07,19.54,59.56,-2.53,18.21,263,13.76,12.04,0,5.22,46.32,46.32,46.32,10.53,1.68,14.78,3.26,2.89,46.32,-0.26,4.81,4.81,4.67,4.33,49.53,0.69,0.08,17.06,12.7,0.04,-7.06,-7.26,45.14,344.09,261,0,30.25,23.23,76.77,0,32.49,28.759999999999998,0.23,0.8400000000000001,108.95,0.93,97.86,5.35,0.33,94.77,112.04,4813,1062,1460.24,3.01,2.44,11911e3,-0.2127433628318584
8261 富鼎,2010-09-30,8261,IC設計,2.36,1.53,1.92,2.27,2.26,17.73,17.73,9,6.659999999999999,18.56,-2.3299999999999996,5.34,108,8.739999999999998,-29.71,0.94,19.38,16.34,16.34,16.34,1.61,-1.55,6.83,0.61,0.46,16.33,11.61,31.58,31.58,24.91,24.03,25.56,11.11,10.62,15.11,10.51,0.2,4.76,14.06,40.74,378.07,198.99,5.1899999999999995,47.39,32.15,67.85,15.7,6.159999999999999,4.56,0.27,0.81,112.21000000000001,0.72,126.01,11.25,0.42,74.95,163.26999999999998,9133,822,774.76,2.09,1.37,4906230,-0.2465855475540105
2328 廣宇,2010-09-30,2328,連接器,1.04,0.48,0.76,0.61,0.61,7.81,7.81,2.4299999999999997,2.8499999999999996,6.58,0.42000000000000004,1.8800000000000001,8626,5.38,2.38,0.74,33.73,25.66,25.66,25.66,0.8400000000000001,0.27,8.77,0.21,0.25,25.66,5.31,-15.53,-15.53,-47.59,-54.02,-41.2,-63.36,-63.53,1.67,4.819999999999999,-0.74,18.71,17.259999999999998,40.15,195.95000000000002,171.99,12.4,40.63,28.89,71.11,10.739999999999998,2.13,2.4899999999999998,0.23,1.11,82.23,3.9699999999999998,22.919999999999998,4.5,0.32,71.33,33.83,512,12,111.99000000000001,1.74,1.55,24579291,-0.2424092816588496
2392 正崴,2010-09-30,2392,連接器,3.01,2.27,2.4,5.34,3.55,13.950000000000001,13.950000000000001,4.34,7.38,7.8,3.05,4.119999999999999,48630,9.62,-1.33,0.55,16.24,41.6,41.6,41.6,3.18,-0.82,36.08,1.56,2.68,41.6,35.91,44.98,44.98,56.89,101.33,52.2,116.42,24.6,25.74,9.629999999999999,1.25,34.309999999999995,476.72999999999996,383.37,104.64,74.16999999999999,5.74,157.12,61.11,38.89,72.75,15.67,26.69,0.35,1.33,68.46000000000001,1.95,46.620000000000005,1.06,0.86,71.23,43.86,345,15,329.94,1.34,0.53,26790820,-0.1166772352568168
2440 太空梭,2010-09-30,2440,連接器,0.86,-0.7,0.75,-1.37,-0.27,11.05,11.05,-0.13,-3.73,5.359999999999999,-3.6,-0.6599999999999999,1930,11.19,6.68,0.52,0,10.41,10.41,10.41,0.45,0.45,4.58,-0.01,-0.17,10.41,12.3,-29.19,-29.19,-102.36999999999999,-162.92000000000002,-68.64999999999999,-152.97,-110.31,3.06,-4.28,-2.04,-13.75,-102.56,-38.78,160.37,117.2,-14.219999999999999,71.04,41.53,58.47,38.47,-0.06,-1.71,0.23,0.7,130.22,2.07,43.86,0.9400000000000001,0.4,59.27,114.81,330,0,343.35,0.92,0.58,1439861,-0.11999999999999998
2462 良得電,2010-09-30,2462,連接器,4,2.81,3.27,6.38,6.56,16.53,16.53,8.52,8.91,18.43,0.39,7.430000000000001,4465,8.01,0.49,0.33,19.01,17.73,17.73,17.73,3.74,0.1,15.27,1.3,1.36,17.73,8.94,24.959999999999997,24.959999999999997,32.790000000000006,-19.479999999999997,-27.05,-21.16,-1.3,14.45,2.25,-0.66,4.659999999999999,5.44,64.36999999999999,149.16,124.93,0.62,124.35,55.43,44.57,27.34,13.01,13.61,0.39,0.77,118.3,2.54,35.8,3.34,0.88,92.48,61.63,276,23,82.29,2.09,0.68,2981275,0.13875069098949705
3011 今皓,2010-09-30,3011,連接器,-0.28,-0.24,-0.15,-0.34,-0.26,8.65,8.65,-2.15,-1.56,0.64,0.6,-0.75,4619,10.81,-30.91,0.03,0,14.19,14.19,14.19,-0.28,-1.86,4.9,-0.11,-0.08,14.19,-0.56,-43.809999999999995,-43.809999999999995,-163.58,-133.56,167.87,-130.62,-119.36,9.88,-0.59,-0.29,-7.89,-313.08,-60.790000000000006,214.22,120.51,-0.11,45.87,31.45,68.55,5.63,-1.05,-0.76,0.24,0.8400000000000001,107.84,1.02,88.92,0.6699999999999999,0.34,98.11999999999999,98.64,119,-3,173.49,0.9,0.71,1431531,-0.15798462852263034
3021 鴻名,2010-09-30,3021,連接器,1.5,0.46,1.19,0.72,0.81,24.259999999999998,24.259999999999998,5.14,2.46,9.53,-2.68,2.01,1351,19.110000000000003,5.46,0.53,27.58,8.18,8.18,8.18,0.7899999999999999,0.28,3.31,0.17,0.08,8.18,64.76,62.33,62.33,1658.6299999999999,-50.25,222.95000000000002,-57.93,975.3599999999999,26.41,8.01,-0.07,0.99,-38.6,23.03,191.47,141.76999999999998,12.19,75.23,42.93,57.07,20.12,1.7,0.81,0.23,0.7799999999999999,116.06,1.6500000000000001,55.260000000000005,1.06,0.4,66.67999999999999,104.64999999999999,265,14,253.18,1.61,1.24,1429019,-0.14396551724137932
3023 信邦,2010-09-30,3023,連接器,2.52,1.32,1.81,2.71,2.87,19.89,19.89,7.71,6.03,15.11,-1.6800000000000002,4.23,5854,12.18,-1.08,0.67,33.6,18.06,18.06,18.12,1.8800000000000001,-0.21,13.03,1,0.79,18.12,53.55,40.160000000000004,40.160000000000004,65.33,48.43,49.56,24.43,29.8,26.96,5.55,0.42,4.1899999999999995,8.91,36.05,150.96,107.46000000000001,12.709999999999999,128.51,56.24,43.76,66.5,9.7,7.59,0.3,1,91.17999999999999,1.58,57.55,1.52,0.68,71.8,76.93,399,31,266.03,1.39,0.64,4849276,-0.052243804420629564
3419 譁裕,2010-09-30,3419,連接器,1.2,0.05,0.91,-0.22,-0.22,19.16,19.16,1.56,-0.1,-0.27,-1.6600000000000001,-0.38,2533,17.6,3.4299999999999997,0.77,0,16.88,16.88,16.88,-0.1,0.53,9.69,0.15,-0.01,16.88,-5.09,9.02,9.02,-15.65,-106.67999999999999,-114.8,-127.61999999999999,-127.35,-5.76,-0.25,-0.45,-5.55,-40.879999999999995,-344.8,153.1,120.17999999999999,402.35,100.82,50.21,49.79,49.07,1.51,-0.1,0.28,0.74,122.93,1.71,53.33,1.02,0.57,93.58,82.67999999999999,304,5,295.89,1.31,0.55,1766276,0.02649769585253461
3501 維熹,2010-09-30,3501,連接器,3.42,2.25,2.78,3.13,3.05,22.62,22.62,11.56,11.139999999999999,32.03,-0.42000000000000004,8.79,4490,11.06,3.09,0.11,18.86,39.660000000000004,39.660000000000004,39.660000000000004,5.76,0.4,13.42,1.55,1.51,39.66,15.209999999999999,-9.31,-9.31,-13.83,-28.43,30.22,-23.6,0.25,12.5,6.7,-0.69,-4.56,-18.01,39.290000000000006,289.28,204.47,0.32999999999999996,33.949999999999996,25.35,74.65,9.77,15.66,15.09,0.25,1.22,74.66999999999999,1.08,84.54,1,0.35,46.92,112.29,318,37,318.69,1.38,1.08,5770385,-0.08965102286401926
3533 嘉澤,2010-09-30,3533,連接器,7.9,4.41,6.69,6.68,6.81,36.53,36.53,21.35,18.36,63.74,-2.9899999999999998,15.98,5677,15.18,7.92,0.81,14.68,57.07,57.07,57.07,15.9,1.67,20.43,4.36,4.21,57.06,54,56.55,56.55,36.809999999999995,17.47,271.6,33.309999999999995,35.28,94.32,161.29,2.68,11.16,-14.06,32.57,293.19,237.03,0.91,37.8,27.43,72.57,3.58,43.7,37.58,0.28,0.77,118.63,1.43,63.43,1.1600000000000001,0.43,81.86999999999999,100.19,336,72,296.98999999999995,3.14,2.51,16665616,-0.22400590460374575
3605 宏致,2010-09-30,3605,連接器,4.33,2.32,3.33,4.04,4.04,34.24,34.24,19.110000000000003,16.43,44.51,-2.68,12.25,7385,15.129999999999999,8.2,0.79,25.44,27.91,27.91,27.91,5.06,1.25,9.04,1.73,1.49,27.91,-20.74,-38.71,-38.71,-51.98,-57.47,-35.949999999999996,-56.18,-56.18,29.02,11.44,-2.88,-4.59,1.6400000000000001,37.98,236.3,213.98000000000002,2.4699999999999998,88.11,46.84,53.16,30.06,17.279999999999998,14.860000000000001,0.19,0.76,119.23,1.9,47.849999999999994,0.6,0.33,68.6,98.48,151,29,255.66,2.65,2.02,9159872,-0.17984271523178802
6115 鎰勝,2010-09-30,6115,連接器,3.7,2.11,2.95,3.93,3.97,14.96,14.96,9.229999999999999,8.68,24.41,-0.55,6.85,5017,5.73,-18.7,0.34,21.76,24.66,24.66,24.66,5,-3.75,14.18,1.31,1.23,24.66,3.5,-24.19,-24.19,-31.27,-32.18,-22.67,-38.94,-39.309999999999995,15.05,-0.17,-0.9,1.83,-9.26,38.54,179.19,133.51,3.32,85.61999999999999,46.13,53.87,52.32,13.1,12.31,0.3,0.8200000000000001,111.5,2.68,33.93,1.86,0.58,49.74,95.69,450,42,240.17,2.16,0.96,8489464,-0.10515320334261838
6133 金橋,2010-09-30,6133,連接器,-0.07,-0.65,-0.08,-1.03,-1.03,9.19,9.19,-2.9699999999999998,-4.76,-2.64,-1.79,-4.07,2006,12.16,-2.3699999999999997,1.3,0,14.88,14.88,14.88,-0.15000000000000002,-0.1,3.8,-0.11,-0.18,14.88,25.39,-56.52,-56.52,-84,-466.45,-101.17999999999999,-941.53,-614.3,16.08,2.92,-1.1,-3.55,5.31,-284.81,330.6,271.57,-13.7,42,29.58,70.42,12.65,-1.02,-1.6300000000000001,0.18,0.76,119,1.58,57.55,0.71,0.25,59.47,117.08,196,-6,280.89,0.94,0.98,1443128,0
6165 捷泰,2010-09-30,6165,連接器,-1.17,-1.19,-1.18,-1.61,-2.48,13.12,13.12,-3.24,-6.44,-38.690000000000005,-3.2,-8.96,1445,16.36,-12.25,0.92,0,11.17,11.17,11.17,-1.58,-0.45,3.11,-0.1,-0.2,11.17,-36.93,-55.78,-55.78,-137.16,-187.98000000000002,-87.66999999999999,-198.83,-426.18,-46.18,16.19,-3.11,-5.44,2.8299999999999996,-17.75,283.46999999999997,229.34,-0.9500000000000001,36.790000000000006,26.9,73.1,2.21,-1,-1.98,0.21,1,91.07,1.7,53.44,0.77,0.28,56.61,87.89,204,-7,265.57,0.96,0.96,1017706,-0.1162349968414403
6197 佳必琪,2010-09-30,6197,連接器,4.49,1.75,3.58,2.33,2.76,20.330000000000002,20.330000000000002,8.66,6.91,9.02,-1.75,6.1,5347,11.66,5.609999999999999,0,25.48,19.47,19.47,19.47,0.77,0.44,9.13,0.79,0.63,19.47,12.12,38.82,38.82,45.78,-8.350000000000001,-23.18,2.42,66.11,15.41,2.4299999999999997,0.96,27.64,285.34000000000003,133,253.1,202.57,0,40.760000000000005,28.96,71.04,0,7.91,6.31,0.34,1.42,63.94,2.48,36.660000000000004,2.11,0.45,42.06,58.54,277,24,147.6,6.81,4.21,22471210,-0.23961661341853027
6205 詮欣,2010-09-30,6205,連接器,2.52,0.96,2.31,1.46,1.45,21.74,21.74,3.8099999999999996,3.27,15.44,-0.54,3.4899999999999998,2150,17.919999999999998,-1.1400000000000001,1.6,0,16.66,16.66,16.66,0.9500000000000001,-0.09,8.31,0.32,0.27,16.66,23.25,-9.370000000000001,-9.370000000000001,-53.68,-63.2,-34.5,-48.56,-24.6,6.18,1.86,-0.64,0.18,-23.95,29.43,266.2,208.5,0.01,46.37,31.68,68.32,0.03,3.07,2.64,0.27,0.9500000000000001,95.71000000000001,2,45.39,1.8800000000000001,0.42,82.61,58.49,289,11,150.4,1.46,0.97,2189357,-0.18254817987152036
8103 瀚荃,2010-09-30,8103,連接器,5.94,3.97,4.79,6.62,6.43,39.78,39.78,20.330000000000002,19.259999999999998,43.77,-1.07,15.05,3005,19.45,29.22,0.78,19.5,22.650000000000002,22.650000000000002,22.650000000000002,5.430000000000001,2.5,8.99,1.83,1.8,22.65,40.02,54.790000000000006,54.790000000000006,74.99000000000001,60.7,163.10999999999999,68.46000000000001,58.160000000000004,33.67,23.91,1.69,3.54,9.360000000000001,54.83,305.95,248.04,2.3899999999999997,60.220000000000006,37.59,62.41,25.04,18.279999999999998,17.310000000000002,0.25,0.8300000000000001,109.08,1.23,73.74000000000001,0.9400000000000001,0.43,77,105.82,201,41,210.8,2.07,1.44,3024612,-0.006984866123399291
2359 所羅門,2010-09-30,2359,零組件代理,2.06,1.51,1.54,2,1.56,13.94,13.94,5.21,5.92,8.69,0.71,3.54,2100,8.729999999999999,18.74,0.41,23.1,20.87,20.87,20.87,1.23,1.19,9.8,0.51,0.58,20.87,40.1,103.4,103.4,155.83,200.94,221.51,157.81,140.63,-14.99,8.76,4.14,7.659999999999999,41.53,109.79,294.28999999999996,232.23,1.1300000000000001,34.65,25.74,74.26,0.33999999999999997,5.1,5.79,0.33,1.78,51.05,3.79,23.979999999999997,3.07,0.44,46.51,28.51,877,46,295.65000000000003,0.67,0.43,2830258,-0.12979591836734694
